"RouteName","year","english","french","bird_guild","count","human_footprint","change_human_footprint","proportion_forest"
"DUNNVILLE",2017,"Common Grackle","Quiscale bronzé","Urban",40,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2017,"House Finch","Roselin familier","Urban",9,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2017,"Chipping Sparrow","Bruant familier","Urban",23,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2017,"Northern Cardinal","Cardinal rouge","Urban",11,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2015,"Baltimore Oriole","Oriole de Baltimore","Urban",12,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2015,"Common Grackle","Quiscale bronzé","Urban",71,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2015,"House Finch","Roselin familier","Urban",3,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"House Wren","Troglodyte familier","Urban",16,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Black-capped Chickadee","Mésange à tête noire","Urban",7,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"American Robin","Merle d'Amérique","Urban",122,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2015,"Mourning Dove","Tourterelle triste","Urban",19,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Northern Cardinal","Cardinal rouge","Urban",9,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Chipping Sparrow","Bruant familier","Urban",38,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Song Sparrow","Bruant chanteur","Urban",50,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2018,"House Wren","Troglodyte familier","Urban",11,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"House Finch","Roselin familier","Urban",20,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2018,"Black-capped Chickadee","Mésange à tête noire","Urban",3,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Baltimore Oriole","Oriole de Baltimore","Urban",13,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2018,"American Robin","Merle d'Amérique","Urban",94,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Blue Jay","Geai bleu","Urban",3,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Warbling Vireo","Viréo mélodieux","Urban",21,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Mourning Dove","Tourterelle triste","Urban",64,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Common Grackle","Quiscale bronzé","Urban",142,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Yellow Warbler","Paruline jaune","Urban",35,6.73914200331825,3.6,0.176820194133593
"DUNNVILLE",2006,"Downy Woodpecker","Pic mineur","Urban",2,6.73914200331825,3.6,0.176820194133593
"AUBURN",2017,"Scarlet Tanager","Piranga écarlate","Forest",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Common Grackle","Quiscale bronzé","Urban",51,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"House Wren","Troglodyte familier","Urban",21,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"American Robin","Merle d'Amérique","Urban",63,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Northern Cardinal","Cardinal rouge","Urban",16,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Wood Thrush","Grive des bois","Forest",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Warbling Vireo","Viréo mélodieux","Urban",26,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Blue Jay","Geai bleu","Urban",6,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Black-capped Chickadee","Mésange à tête noire","Urban",11,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Veery","Grive fauve","Forest",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Wood Thrush","Grive des bois","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Baltimore Oriole","Oriole de Baltimore","Urban",8,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Yellow Warbler","Paruline jaune","Urban",9,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Ovenbird","Paruline couronnée","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Song Sparrow","Bruant chanteur","Urban",53,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Warbling Vireo","Viréo mélodieux","Urban",23,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Chipping Sparrow","Bruant familier","Urban",19,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"American Redstart","Paruline flamboyante","Forest",6,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"House Wren","Troglodyte familier","Urban",29,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Yellow Warbler","Paruline jaune","Urban",9,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"American Robin","Merle d'Amérique","Urban",78,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Black-capped Chickadee","Mésange à tête noire","Urban",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Chestnut-sided Warbler","Paruline à flancs marron","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Ovenbird","Paruline couronnée","Forest",8,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"American Redstart","Paruline flamboyante","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Least Flycatcher","Moucherolle tchébec","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Baltimore Oriole","Oriole de Baltimore","Urban",15,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Common Grackle","Quiscale bronzé","Urban",42,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Blue Jay","Geai bleu","Urban",8,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Blue Jay","Geai bleu","Urban",9,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Mourning Dove","Tourterelle triste","Urban",17,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Mourning Dove","Tourterelle triste","Urban",13,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Scarlet Tanager","Piranga écarlate","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Least Flycatcher","Moucherolle tchébec","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Blue Jay","Geai bleu","Urban",8,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Baltimore Oriole","Oriole de Baltimore","Urban",10,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Mourning Dove","Tourterelle triste","Urban",21,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Chipping Sparrow","Bruant familier","Urban",9,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"House Wren","Troglodyte familier","Urban",20,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Warbling Vireo","Viréo mélodieux","Urban",23,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Yellow Warbler","Paruline jaune","Urban",14,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Ovenbird","Paruline couronnée","Forest",5,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Yellow-bellied Sapsucker","Pic maculé","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Least Flycatcher","Moucherolle tchébec","Forest",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Downy Woodpecker","Pic mineur","Urban",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Least Flycatcher","Moucherolle tchébec","Forest",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Song Sparrow","Bruant chanteur","Urban",54,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Northern Cardinal","Cardinal rouge","Urban",7,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Red-breasted Nuthatch","Sittelle à poitrine rousse","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Black-capped Chickadee","Mésange à tête noire","Urban",5,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Wood Thrush","Grive des bois","Forest",5,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Chipping Sparrow","Bruant familier","Urban",24,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Song Sparrow","Bruant chanteur","Urban",40,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Northern Cardinal","Cardinal rouge","Urban",6,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Downy Woodpecker","Pic mineur","Urban",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Baltimore Oriole","Oriole de Baltimore","Urban",20,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Common Grackle","Quiscale bronzé","Urban",63,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Warbling Vireo","Viréo mélodieux","Urban",21,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Nashville Warbler","Paruline à joues grises","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Yellow Warbler","Paruline jaune","Urban",13,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Ovenbird","Paruline couronnée","Forest",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"American Redstart","Paruline flamboyante","Forest",8,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Black-capped Chickadee","Mésange à tête noire","Urban",9,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Wood Thrush","Grive des bois","Forest",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Veery","Grive fauve","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"American Robin","Merle d'Amérique","Urban",50,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"American Redstart","Paruline flamboyante","Forest",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"House Wren","Troglodyte familier","Urban",30,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Veery","Grive fauve","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"American Robin","Merle d'Amérique","Urban",72,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Mourning Dove","Tourterelle triste","Urban",13,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Warbling Vireo","Viréo mélodieux","Urban",14,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Yellow Warbler","Paruline jaune","Urban",11,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Ovenbird","Paruline couronnée","Forest",5,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Mourning Dove","Tourterelle triste","Urban",26,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Downy Woodpecker","Pic mineur","Urban",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Least Flycatcher","Moucherolle tchébec","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Yellow Warbler","Paruline jaune","Urban",14,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Ovenbird","Paruline couronnée","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Chipping Sparrow","Bruant familier","Urban",27,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2017,"Mourning Dove","Tourterelle triste","Urban",19,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"House Wren","Troglodyte familier","Urban",16,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Black-capped Chickadee","Mésange à tête noire","Urban",7,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Wood Thrush","Grive des bois","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Veery","Grive fauve","Forest",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"American Robin","Merle d'Amérique","Urban",67,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Song Sparrow","Bruant chanteur","Urban",36,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Northern Cardinal","Cardinal rouge","Urban",5,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Blue Jay","Geai bleu","Urban",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Baltimore Oriole","Oriole de Baltimore","Urban",5,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Common Grackle","Quiscale bronzé","Urban",33,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Chipping Sparrow","Bruant familier","Urban",26,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Song Sparrow","Bruant chanteur","Urban",30,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Northern Cardinal","Cardinal rouge","Urban",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Scarlet Tanager","Piranga écarlate","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Warbling Vireo","Viréo mélodieux","Urban",27,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2018,"Blue Jay","Geai bleu","Urban",15,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"House Wren","Troglodyte familier","Urban",19,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Baltimore Oriole","Oriole de Baltimore","Urban",13,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Common Grackle","Quiscale bronzé","Urban",46,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Baltimore Oriole","Oriole de Baltimore","Urban",8,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Common Grackle","Quiscale bronzé","Urban",23,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"White-throated Sparrow","Bruant à gorge blanche","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Chipping Sparrow","Bruant familier","Urban",16,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2021,"Downy Woodpecker","Pic mineur","Urban",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2021,"Yellow-bellied Sapsucker","Pic maculé","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Chipping Sparrow","Bruant familier","Urban",22,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Song Sparrow","Bruant chanteur","Urban",30,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Northern Cardinal","Cardinal rouge","Urban",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Common Grackle","Quiscale bronzé","Urban",48,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Chipping Sparrow","Bruant familier","Urban",21,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Song Sparrow","Bruant chanteur","Urban",42,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Northern Cardinal","Cardinal rouge","Urban",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Warbling Vireo","Viréo mélodieux","Urban",16,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Yellow Warbler","Paruline jaune","Urban",10,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Ovenbird","Paruline couronnée","Forest",5,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"American Redstart","Paruline flamboyante","Forest",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"House Wren","Troglodyte familier","Urban",18,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Black-capped Chickadee","Mésange à tête noire","Urban",9,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"Veery","Grive fauve","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2012,"American Robin","Merle d'Amérique","Urban",50,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"American Redstart","Paruline flamboyante","Forest",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Least Flycatcher","Moucherolle tchébec","Forest",6,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Blue Jay","Geai bleu","Urban",12,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Baltimore Oriole","Oriole de Baltimore","Urban",11,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Common Grackle","Quiscale bronzé","Urban",45,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"White-throated Sparrow","Bruant à gorge blanche","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Chipping Sparrow","Bruant familier","Urban",23,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Song Sparrow","Bruant chanteur","Urban",31,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Northern Cardinal","Cardinal rouge","Urban",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Warbling Vireo","Viréo mélodieux","Urban",13,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Black-and-white Warbler","Paruline noir et blanc","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Yellow Warbler","Paruline jaune","Urban",11,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Warbling Vireo","Viréo mélodieux","Urban",25,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Yellow Warbler","Paruline jaune","Urban",10,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"American Redstart","Paruline flamboyante","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"House Wren","Troglodyte familier","Urban",18,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Red-breasted Nuthatch","Sittelle à poitrine rousse","Forest",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Black-capped Chickadee","Mésange à tête noire","Urban",8,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Wood Thrush","Grive des bois","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"Veery","Grive fauve","Forest",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2019,"American Robin","Merle d'Amérique","Urban",56,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2021,"Mourning Dove","Tourterelle triste","Urban",22,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2013,"Mourning Dove","Tourterelle triste","Urban",22,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2021,"Least Flycatcher","Moucherolle tchébec","Forest",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2021,"Blue Jay","Geai bleu","Urban",10,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Black-capped Chickadee","Mésange à tête noire","Urban",6,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Wood Thrush","Grive des bois","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"Veery","Grive fauve","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2014,"American Robin","Merle d'Amérique","Urban",60,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2015,"Least Flycatcher","Moucherolle tchébec","Forest",2,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2021,"Black-capped Chickadee","Mésange à tête noire","Urban",9,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2021,"Wood Thrush","Grive des bois","Forest",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2021,"Veery","Grive fauve","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2021,"American Robin","Merle d'Amérique","Urban",39,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2010,"Least Flycatcher","Moucherolle tchébec","Forest",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2010,"Blue Jay","Geai bleu","Urban",6,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2010,"Baltimore Oriole","Oriole de Baltimore","Urban",15,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2010,"Common Grackle","Quiscale bronzé","Urban",51,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2010,"Chipping Sparrow","Bruant familier","Urban",32,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Song Sparrow","Bruant chanteur","Urban",40,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2016,"Northern Cardinal","Cardinal rouge","Urban",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Least Flycatcher","Moucherolle tchébec","Forest",3,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Blue Jay","Geai bleu","Urban",14,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Baltimore Oriole","Oriole de Baltimore","Urban",4,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Common Grackle","Quiscale bronzé","Urban",28,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"House Finch","Roselin familier","Urban",1,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2011,"American Robin","Merle d'Amérique","Urban",86,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"House Wren","Troglodyte familier","Urban",10,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Black-capped Chickadee","Mésange à tête noire","Urban",6,3.21621198893562,1.36363636363636,0.264581614444499
"AUBURN",2006,"Wood Thrush","Grive des bois","Forest",7,3.21621198893562,1.36363636363636,0.264581614444499
